Ruta;Descripción;Km por Viaje;Tarifa Vigente
307;SAN JOSE-CARTAGO-COT-VOLCAN IRAZU;(GPS);
;SAN JOSE-VOLCAN IRAZU (VIAJE SENCILLO);58,5;2385
;CARTAGO-VOLCAN IRAZU (VIAJE SENCILLO);35,6;1230
;SAN JOSE-CARTAGO;23,7;415
;SAN JOSE-COT;32,7;650
;SAN JOSE-TIERRA BLANCA;39,2;815
;TARIFA MINIMA;0;650
;CARTAGO-COT;9;255
;CARTAGO-PUENTE BEILEY;1,7;150
;;;
307;CARTAGO-TIERRA BLANCA-POTRERO CERRADO-SANATORIO;(GPS);
;CARTAGO-SANATORIO;17,78;615
;CARTAGO-POTRERO CERRADO;15,5;470
;CARTAGO-TIERRA BLANCA;13,35;470
;TIERRA BLANCA-PARQUE INDUSTRIAL DE CARTAGO;18,175;705
;;;
307;CARTAGO-SAN JUAN DE CHICUA-LA PASTORA;(GPS);
;CARTAGO-LA PASTORA;30,125;1035
;CARTAGO-SAN JUAN DE CHICUA;22,34;840
;;;
310;CARTAGO-LA CRUZ DE CARAVACA-EL ALTO;(GPS);
;CARTAGO-LA CRUZ DE CARAVACA-EL ALTO;3,6;205
;CARTAGO-EL ALTO -MATA DE MORA;4,34;205
;CARTAGO-BLANQUILLO-FINCA PAEZ;3,84;205
;;;
313;TURRIALBA-NOCHEBUENA;;
;TURRIALBA-PROYECTO;4;110
;TURRIALBA-CRUCE;4;110
;TARIFA MINIMA;0;110
;;;
359;TURRIALBA-MORAVIA DE CHIRRIPO;;
;TURRIALBA-MORAVIA DE CHIRRIPO;42,5;730
;;;
315;CARTAGO-FATIMA;;
;CARTAGO-FATIMA;5,15;80
;;;
316 SD;SAN JOSE-PARAISO;(GPS);
;SAN JOSE-PARAISO;30,205;930
;;;
336;CARTAGO-PARAISO;(GPS);
;CARTAGO-PARAISO;7,21;295
;CARTAGO-DOÑA ANA-LAGUNA;8,99;315
;PARAISO-PARQUE INDUSTRIAL DE CARTAGO;12,67;500
;CARTAGO-LLANOS DE SANTA LUCIA;6,53;245
;PERIFERICA DE PARAISO;5,565;245
;CARTAGO-Bº SAN JOSE-CABALLO BLANCO;4,395;245
;PARAISO-CARTAGO-C.O.V.A.O.;10,195;465
;;;
340;CARTAGO-CACHI-LOAIZA;;
;CARTAGO-PEÑA BLANCA;19;700
;CARTAGO-LOAIZA;20,9;655
;CARTAGO-CHARRARRA;18,53658537;655
;CARTAGO-CACHI;16,9;600
;CARTAGO-URASCA;15,7;500
;PARAISO-CACHI;10,7;500
;PARAISO-URASCA;9,5;370
;PARAISO-AJENJAL;7,9;370
;CARTAGO-PARAISO;6,2;295
;TARIFA MINIMA;0;225
;;;
340 A;CARTAGO-TUCURRIQUE DE JIMENEZ-EL HUMO;(GPS);
;CARTAGO-EL HUMO;42,035;1655
;CARTAGO-LAS VUELTAS;34,98;1365
;CARTAGO-TUCURRIQUE;31,43;1265
;CARTAGO-GUATUSO;20,01;815
;TUCURRIQUE-EL HUMO;11,27;295
;TARIFA MINIMA;0;225
;;;
371;CARTAGO-EL YAS-LA FLOR;;
;LA FLOR-PARQUE INDUSTRIAL;12,35;930
;CARTAGO-EL YAS;19,85;755
;CARTAGO-LA FLOR;19,85;755
;CARTAGO-ENTRADA A EL YAS;14,6;595
;CARTAGO-BIRRISITO;10,9;580
;CARTAGO-PARAISO;7,8;580
;EL YAS-BIRRISITO;8,9;420
;EL YAS-ENTRADA A EL YAS;5,2;420
;;;
317;TURRIALBA-Bº RECOPE-CEDROS-Bº MARGOT-SAN RAFAEL-JORGE DE BRAVO-RESIDENCIAL EL COYOL-LA ISABEL-EL MORA-CARMEN LYRA-AZUL-VERLOITZ;(GPS);
;TURRIALBA-Bº RECOPE-CEDROS-Bº MARGOT-SAN RAFAEL-URB-JORGE DE BRAVO;4,8;270
;;;
317;TURRIALBA-LA ISABEL-AZUL  EXT CARMEN LYRA;;
;TURRIALBA-AZUL-ISABEL-AZUL EXT CARMEN LYRA;3,435;290
;TURRIALBA-LA ISABEL-EL MORA-AZUL-VEROLIZ;4,77;290
;TURRIALBA-EL COYOL-TRIBUNALES;5,23;290
;;;
318;CARTAGO-LA ESTRELLA DEL GUARCO;(GPS);
;CARTAGO-LA ESTRELLA DEL GUARCO;19,2;1495
;;;
321;CARTAGO-RESIDENCIAL LOS MOLINOS  (MICROBUSES);;
;CARTAGO-RESIDENCIAL LOS MOLINOS ;0;345
;;;
322;CARTAGO-LOYOLA-PEDREGAL-QUIRCOT;(GPS);
;CARTAGO-LOYOLA-PEDREGAL-QUIRCOT;4,255;255
;  EXT CARTAGO-CIUDADELA SAN RAFAEL-LOS COLEGIOS;5,425;255
;  EXT CARTAGO-COOPERROSALES;6,105;335
;SAN RAFAEL DE QUIRCOT-PARQUE INDUSTRIAL DE CARTAGO;7,15;295
;LOYOLA-PARQUE INDUSTRIAL DE CARTAGO;7,35;295
;  EXT AL CARMEN PLANTEL MOPT;1,07;255
;;;
323;CARTAGO-TARAS-SAN NICOLAS-LA LIMA-OCHOMOGO;;
;CARTAGO-OCHOMOGO;7,2;310
;CARTAGO-LA LIMA;3,7;310
;CARTAGO-TARAS-SAN NICOLAS;3,3;310
;;;
324;CARTAGO-EL BOSQUE;(GPS);
;CARTAGO-EL BOSQUE;3,2;205
;;;
325;CARTAGO-SAN RAFAEL DE OREAMUNO;;
;CARTAGO-SAN RAFAEL DE OREAMUNO;2,7;155
;  EXT CARTAGO-Bº MARIA AUXILIADORA;3,3;155
;  EXT CARTAGO-COLEGIO AGROPECUARIO;3,553846154;155
;  EXT SAN RAFAEL-PARQUE INDUSTRIAL DE CARTAGO;6,346153846;290
;  EXT SAN RAFAEL- C. O. V. A. O.;5,584615385;250
;;;
326;CARTAGO-TRES RIOS;;
;CARTAGO-TRES RIOS;11,7;300
;;;
327;CARTAGO-MADRE SELVA;(GPS);
;CARTAGO-MADRE SELVA;43,8;1700
;CARTAGO-EMPALME;31;1205
;CARTAGO-CASA MATA;19,2;745
;TARIFA MINIMA;0;325
;;;
328;CARTAGO-SAN ISIDRO DE EL TEJAR-HIGUITO;(GPS);
;CARTAGO-PARQUE INDUSTRIAL;6,45;255
;CARTAGO-HIGUITO;8,075;255
;CARTAGO-SAN ISIDRO DE EL TEJAR;6,33;255
;CARTAGO-BARRIO NUEVO;7,69;255
;CARTAGO-TEJAR;3,32;255
;;;
329;CARTAGO-SAN BLAS;(GPS);
;CARTAGO-SAN BLAS;3,995;190
;SAN BLAS-PARQUE INDUSTRIAL DE CARTAGO;0;325
;;;
330;CARTAGO-TABLON-CORRALILLO-SANTA ELENA;;
;CARTAGO-RIO CONEJO;35,3;1465
;CARTAGO-SANTA ELENA ABAJO;31,4;1240
;CARTAGO-SANTA ELENA ARRIBA;30;1240
;CARTAGO-SAN ANTONIO;28,2;990
;CARTAGO-CORRALILLO;26,3;890
;CARTAGO-ENTRADA A COPALCHI;21;715
;CARTAGO-TABLON;16,6;435
;TARIFA MINIMA;0;255
;;;
319;CARTAGO-CORIS;(GPS);
;CARTAGO-CORIS;13,2;325
;;;
331-369;CARTAGO-QUEBRADILLA-BERMEJO-TABLON;(GPS);
;CARTAGO-TABLON;17,8;325
;CARTAGO-BERMEJO;13,8;325
;CARTAGO-QUEBRADILLA;12,75;325
;CARTAGO-ENTRADA A PURIRES-SABANA GRANDE;5,48;265
;TARIFA MINIMA;0;265
;;;
332;CARTAGO-GUADALUPE-LA LIMA;(GPS);
;CARTAGO-GUADALUPE-LA LIMA;4,205;255
;;;
334;CARTAGO-CABALLO BLANCO-DULCE NOMBRE;(GPS);
;CARTAGO-DULCE NOMBRE;5,3;240
;CARTAGO-BLANQUILLO;5,55;240
;;;
335;CARTAGO-AGUA CALIENTE-LOURDES;(GPS);
;CARTAGO-LOURDES;5,92;220
;CARTAGO-AGUA CALIENTE;3,46;220
;TARIFA MINIMA;0;220
;;;
337;CARTAGO-FRAILES-SANTA CRUZ;;
;CARTAGO-SAN ANTONIO-BUSTAMANTE;37,8;1470
;CARTAGO-FRAILES-SANTA CRUZ;33,6;1305
;CARTAGO-CASA MATA;19,2;745
;TARIFA MINIMA;0;325
;;;
338;CARTAGO-SANTIAGO DE PARAISO;(GPS);
;CARTAGO-SANTIAGO DE PARAISO;25,275;450
;CARTAGO-CERVANTES;18,6;335
;CARTAGO-BIRRISITO;10,95;260
;SANTIAGO DE PARAISO-CERVANTES (estudiantes);6,675;180
;CARTAGO-PARAISO;6,7;260
;;;
339;CARTAGO-OROSI Y RAMALES;(GPS);
;CARTAGO-PURISIL;21,06;625
;CARTAGO-LA ALEGRIA;23,07;625
;CARTAGO-PALOMO;19,24;580
;CARTAGO-RIO MACHO;19,4;580
;CARTAGO-OROSI;18,58;500
;TARIFA MINIMA;0;285
;;;
341;CARTAGO-PIEDRA AZUL-RIO REGADO-Bº LA MINITA;(GPS);
;CARTAGO-PIEDRA AZUL;17,95;780
;CARTAGO-RIO REGADO;14,8;650
;CARTAGO-Bº LA MINITA;13,4;600
;CARTAGO-PARAISO;6,9;345
;TARIFA MINIMA;0;260
;;;
342;CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ ;(GPS);
;CARTAGO-SANTA CRUZ DE TURRIALBA;34,03;925
;CARTAGO-LA PASTORA;29,73;925
;CARTAGO-LOS RIOS;25,8;925
;PACAYAS-PARQUE INDUSTRIAL DE CARTAGO;23,12;925
;CARTAGO-COLIBLANCO;25,48;725
;CARTAGO-SANTA TERESA;23,57;725
;CARTAGO-CAPELLADES;22,25;725
;CARTAGO-PACAYAS;18;355
;CARTAGO-ORATORIO;13,24;355
;CARTAGO-CIPRESES;11,93;355
;CARTAGO-BOQUERON;10,55;355
;CARTAGO-PASO ANCHO;8,9;355
;CARTAGO-CRUCE AL VOLCAN IRAZU;7,05;355
;CARTAGO-EL YUGO;3,6;355
;CARTAGO-PUENTE BEILEY;1,7;355
;PACAYAS-LA PASTORA;11,73;355
;PACAYAS-LOS RIOS;9;355
;PACAYAS-COLIBLANCO;7,48;355
;PACAYAS-SANTA TERESA;5,57;355
;PACAYAS-ORATORIO;4,76;355
;PACAYAS-CAPELLADES;4,25;355
;PACAYAS-CIPRESES;6,07;355
;;;
343;CARTAGO-SANTA ROSA DE OREAMUNO-SAN PABLO;(GPS);
;CARTAGO-SANTA PABLO DE OREAMUNO;17,94;560
;CARTAGO-SAN GERARDO DE OREAMUNO;15,94;410
;CARTAGO-SANTA ROSA DE OREAMUNO;14,73;400
;SAN GERARDO-SAN PABLO;2;175
;CARTAGO-SAGRADA FAMILIA;5;175
;SANTA ROSA-SAN GERARDO DE OREAMUNO;1,21;175
;;;
345;TRES RIOS-CONCEPCION DE TRES RÍOS;(GPS);
;TRES RIOS-CONCEPCION;6,03;300
;TRES RIOS-SAN FRANCISCO;6,32;300
;PERIFÉRICA TRES RÍOS-SAN FRANCISCO-FRANCO;7,01;300
;TRES RIOS-CONCEPCIÓN-BARRIO LOS ANGELES;5,3;300
;TRES RIOS-FRANCO COSTARRICENSE;6,32;300
;;;
347;TURRIALBA-SANTA ROSA;(GPS);
;TURRIALBA-GUAYABO-EL TORITO;18,47;690
;TURRIALBA-EL GUAYABO;15,52;575
;TURRIALBA-SANTA CRUZ-LA PASTORA;0;690
;TURRIALBA-SANTA CRUZ;14,41;575
;TURRIALBA-SAN RAFAEL-SAN ANTONIO;10,76;400
;TURRIALBA-CALLE BAMBU-VERBENA SUR-VERBENA NORTE;7,23;400
;TURRIALBA-SANTA ROSA;3,1;275
;BARRIO CAMUSA-UNIVERSIDAD DE COSTA RICA;0;255
;;;
361;TURRIALBA-PAVONES-TRES EQUIS;(GPS);
;TURRIALBA-TRES EQUIS;24,4;525
;TURRIALBA-CHITARIA;20,06;445
;TURRIALBA-PAVONES HASTA JAVILLOS;14,9;340
;TURRIALBA-PAVONES;12,66;335
;;;
353;TURRIALBA-SANTA CRUZ-LA PASTORA;;
;TURRIALBA-SANTA CRUZ;14,1;210
;TURRIALBA-SAN RAFAEL;8,8;155
;TURRIALBA-VERBENA NORTE;5,6;130
;TURRIALBA-VERBENA SUR;5,2;130
;TURRIALBA-RIO CLARO;4,7;130
;;;
348-349;TURRIALBA-PEJIBAYE-EL HUMO-TUCURRIQUE;;
;TURRIALBA-TUCURRIQUE;29,38;600
;TURRIALBA-EL HUMO;27,92;565
;TURRIALBA-PEJIBAYE;22,61;495
;TURRIALBA-LAS VUELTAS;21,79;430
;TURRIALBA-ORIENTE;17,58;375
;TURRIALBA-ATIRRO;12,91;305
;TURRIALBA-ESLABON;7,72;225
;;;
350;TURRIALBA-SAN JUAN SUR;(GPS);
;TURRIALBA-SAN JUAN SUR;6,125;335
;;;
350 A;TURRIALBA-SAN JUAN NORTE;(GPS);
;TURRIALBA-SAN JUAN NORTE;5,785;335
;;;
352;TURRIALBA-JUAN VIÑAS-NARANJO;;
;TURRIALBA-NARANJO;13,1;455
;TURRIALBA-JUAN VIÑAS;10,7;360
;TURRIALBA-LA VICTORIA;8,3;290
;TURRIALBA-EL COLORADO;6;275
;TURRIALBA-EL RECREO;2,9;215
;TARIFA MINIMA;0;215
;;;
354;TURRIALBA-SANTA ROSA-AQUIARES-LA CECILIANA;(GPS);
;TURRIALBA-LA CECILIANA;7,5;365
;TURRIALBA-AQUIARES;7,58;365
;TURRIALBA-SANTA ROSA;3;250
;;;
355;TURRIALBA-PACAYITAS;;
;TURRIALBA-PACAYITAS;23,1;275
;TURRIALBA-LA SUIZA;12,2;130
;TURRIALBA-ESLABON Bº CANADA;10,6;100
;TURRIALBA ENTRADA A EL SILENCIO-ALTO ALEMANIA;14,37333333;165
;TURRIALBA CARRIZAL;11,29333333;135
;;;
358;TURRIALBA-SITIO MATA-EL SILENCIO;(GPS);
;TURRIALBA-EL SILENCIO;14,265;440
;TURRIALBA-SITIO MATA;12,17;410
;TURRIALBA-PAVONES;9,95;315
;TARIFA MINIMA;0;195
;;;
360;TURRIALBA-LA SUIZA-TUIS-PLATANILLO-JICOTEA;(GPS);
;TURRIALBA-JICOTEA;24,145;810
;TURRIALBA-PLATANILLO (TAYUTIC);21,15;600
;TURRIALBA-TUIS;16,89;445
;TURRIALBA-LA SUIZA;12,79;375
;TURRIALBA-ESLABON;7,53;280
;TUIS-LA SUIZA;4,1;280
;TARIFA MINIMA;0;280
;;;
356;TURRIALBA-JESUS MARIA-CRUCE GUAYABO;(GPS);
;TURRIALBA-CRUCE GUAYABO;15,9;245
;TURRIALBA-JESUS MARIA;10,08;175
;TURRIALBA-AZUL;4,02;110
;;;
362;TURRIALBA-SANTA TERESA-COLINA-SAUCE;(GPS);
;TURRIALBA-SAN ANTONIO;38,35;695
;TURRIALBA-PASCUA;32,26;640
;TURRIALBA-EL ORIENTE;25,13;560
;TURRIALBA-SAUCE;23,33;560
;TURRIALBA-PALOMO;22,13;485
;TURRIALBA-COLINA;20,6;485
;TURRIALBA-SANTA TERESA;18,85;420
;TURRIALBA-CIMARRON;16,29;420
;TURRIALBA-CRUCE A GUAYABO;14,35;320
;TURRIALBA-SAN RAMON;13,95;320
;TURRIALBA-JESUS MARIA;9,31;310
;TURRIALBA-AZUL;4,02;185
;  EXT TURRIALBA-GUAYABO;19,06;475
;;;
366;CARTAGO-LLANO GRANDE;(GPS);
;CARTAGO-SAGRADA FAMILIA;11,7;395
;CARTAGO-LLANO GRANDE ENTRADA A PAVAS;10,8;480
;CARTAGO-LLANO GRANDE;9,9;440
;CARTAGO-PUENTE BEILEY;1,9;190
;TARIFA MINIMA;0;190
;;;
370;CARTAGO-LLANO LOS ANGELES;;
;CARTAGO-LLANO LOS ANGELES;26,9;1045
;CARTAGO-SAN CRISTOBAL;21,6;840
;CARTAGO-CASAMATA;19,2;745
;TARIFA MINIMA;0;325
;;;
372;TURRIALBA-VERBENA-SAN ANTONIO-GUAYABO-EL TORITO;;
;TURRIALBA-EL TORITO;18,2;250
;TURRIALBA-EL GUAYABO;10,2097561;135
;TURRIALBA-SAN ANTONIO;7,990243902;110
;TURRIALBA-SAN RAFAEL;8,8;100
;TURRIALBA-VERBENA NORTE;5,6;85
;TURRIALBA-VERBENA SUR;5,2;80
;TURRIALBA-RIO CLARO;4,7;80
;;;
373;CARTAGO-LA LUCHA;;
;CARTAGO-LA LUCHA;29,4;1105
;CARTAGO-ENTRADA A LA LUCHA;26,9;1010
;CARTAGO-CASA MATA;19,2;720
;TARIFA MINIMA;0;315
;;;
374;TURRIALBA-SAN JOAQUIN;;
;TURRIALBA-TERMINAL EN SAN JOAQUIN;28;485
;TURRIALBA-SAN BOSCO;23,9;440
;TURRIALBA-ENTRADA A SAN JOAQUIN;16,9;235
;TURRIALBA-TUIS CENTRO;16,6;210
;TURRIALBA-LA SUIZA;12,2;180
;TURRIALBA-Bº CANADA;11;160
;TURRIALBA-ENTRADA A TUCURRIQUE;8,9;140
;TURRIALBA-ESLABON;7,2;140
;;;
;PROVINCIA DE HEREDIA;;
;;;
400;SAN JOSE-HEREDIA;(GPS);
;SAN JOSE-HEREDIA;11,3;420
;SAN JOSE-GUARARI-LA MILPA-LA URUCA;11,55;325
;SAN JOSE-GUARARI-LA MILPA-LA PISTA;12,05;325
;;;
420;SAN JOSE-LOS LAGOS;(GPS);
;SAN JOSE-LOS LAGOS;8,1;325
;;;
402-421;SAN JOSE-LA AURORA Y RAMALES;(GPS);
;SAN JOSE-LA AURORA x LA PISTA;16,55;400
;SAN JOSE-BARREAL-AURORA;11,7;350
;SAN JOSE-URBANIZACION SANTA CECILIA;12,7;350
;HEREDIA-LAGUNILLA-BARREAL;9,4;270
;TARIFA MINIMA;0;260
;;;
400 BS;SAN JOSE-HEREDIA x PISTA (BUSETAS);(GPS);
;SAN JOSE-HEREDIA x PISTA;11,745;535
;;;
400 MB-BS;SAN JOSE-HEREDIA x SANTO DOMINGO (MB-BS);;
;SAN JOSE-HEREDIA x SANTO DOMINGO;11,85;430
;;;
414;HEREDIA-CARRIZAL-CINCO ESQUINAS - VARA BLANCA - POASITO;(GPS);
;HEREDIA-POASITO;35,35;1125
;HEREDIA-VARA BLANCA;29,3;970
;HEREDIA-LOS CARTAGOS;25;865
;HEREDIA-LA GIRALDA;22;720
;HEREDIA-LA CONCORDIA;21;615
;HEREDIA-CINCO ESQUINAS;18,1;600
;HEREDIA-CHAHUITES-BAJO CACHOS-CARRIZAL;15,2;490
;HEREDIA-SANTO DOMINGO-EL ROBLE;12;420
;HEREDIA-SAN BOSCO;11;365
;PUENTE SALAS-BIRRI-CARRIZAL-CINCO ESQUINAS;11,87;365
;SANTA BARBARA-EL ROBLE-CHAUITES-BAJO CACHOS;9,75;365
;HEREDIA-BIRRI;8,42;365
;HEREDIA-EL BOSQUE;6,68;290
;HEREDIA-SAN PABLO-LA ARMONIA;5,03;290
;HEREDIA-PUENTE SALAS;6,23;290
;TARIFA MINIMA;0;285
;;;
405;HEREDIA-LA AURORA-BELEN-SAN RAFAEL;(GPS);
;HEREDIA-SAN RAFAEL;14,07;390
;HEREDIA-SAN ANTONIO DE BELEN;9,36;320
;SAN RAFAEL-LA AURORA;9,92;320
;HEREDIA-LA ASUNCION DE BELEN;6,7;320
;SAN RAFAEL-LA ASUNCION DE BELEN;6,4;320
;HEREDIA-LA AURORA;4,15;210
;SAN ANTONIO DE BELEN-LA AURORA;5,21;275
;SAN ANTONIO DE BELEN-SAN RAFAEL;4,71;255
;LA AURORA-LA ASUNCION DE BELEN;2,5;210
;LA ASUNCION DE BELEN-SAN ANTONIO DE BELEN;1,6;210
;TARIFA MINIMA;0;210
;  EXT HEREDIA-SANTA CECILIA-I.M.A.S.;3,955;210
;;;
105;SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL;(GPS);
;SANTA ANA-SAN ANTONIO DE BELEN   EXT BALNEARIO OJO DE AGUA-SAN VICENTE-ESCOBAL;9,055;255
;;;
284;CIUDAD QUESADA-VENECIA-SAN MIGUEL-PUERTO VIEJO-RIO FRIO;(GPS);
;CIUDAD QUESADA-RIO FRIO;100,2;2375
;CIUDAD QUESADA-HORQUETAS;90,8;1995
;CIUDAD QUESADA-PUERTO VIEJO;70,34;1590
;CIUDAD QUESADA-CHILAMATE;63,98;1455
;CIUDAD QUESADA-BAJOS DE CHILAMATE;58,23;1410
;CIUDAD QUESADA-LA VIRGEN;52,95;1175
;CIUDAD QUESADA-CORAZON DE JESUS;43,79;960
;CIUDAD QUESADA-SAN MIGUEL;39,9;845
;CIUDAD QUESADA-RIO CUARTO;34,34;745
;CIUDAD QUESADA-VENECIA;26,97;710
;CIUDAD QUESADA-LOS NEGRITOS;17,71;475
;CIUDAD QUESADA-AGUAS ZARCAS;16,19;445
;CIUDAD QUESADA-LA MARINA;11,95;325
;CIUDAD QUESADA-SAN JUAN;5,04;265
;TARIFA MINIMA;0;235
;;;
406;GUAPILES-RIO FRIO-PUERTO VIEJO DE SARAPIQUÍ;(GPS);
;GUAPILES-RIO FRIO POR LA VICTORIA;33,04;1135
;GUAPILES-RÍO FRÍO- POR FINCAS;28,72;1185
;PUERTO VIEJO-GUÁPILES;46,03;1250
;PUERTO VIEJO-RÍO FRÍO;26,05;770
;;;
406;SAN JOSE-RIO FRIO-PUERTO VIEJO x PISTA;(GPS);
;SAN JOSE-LA VIRGEN DE SARAPIQUI;121,5;2850
;SAN JOSE-PUERTO VIEJO DE SARAPIQUI;81,83;2580
;SAN JOSE-HORQUETAS DE SARAPIQUI;64,7;1915
;SAN JOSE-RIO FRIO;63,11;1800
;HORQUETAS-CRUCE A GUAPILES;23,9;480
;HORQUETAS-PUERTO VIEJO;17,13;480
;;;
406;SAN JOSE-PUERTO VIEJO-CARIBLANCO POR PISTA GUÁPILES;;
;SAN JOSE-PUERTO VIEJO-CARIBLANCO POR PISTA;122;2865
;SAN JOSE-SAN MIGUEL DE SARAPIQUI POR PISTA;114;2745
;;;
406;SAN JOSE-PUERTO VIEJO-CARIBLANCO POR TURRIALBA (CASO DE EMERGENCIA);;
;SAN JOSÉ-PUERTO VIEJO-CARIBLANCO POR TURRIALBA;229;5320
;;;
735;SAN JOSE-GUAPILES x PISTA Y RAMALES;(GPS);
;SAN JOSE-GUAPILES x PISTA;63,22;1405
;SAN JOSE-GUAPILES-RIO JIMENEZ;83,23;1715
;SAN JOSE-GUAPILES-POCORA;84,99;1715
;SAN JOSE-GUAPILES-GUACIMO;74,41;1575
;SAN JOSE-COLONIA CARIARI;83,39;1715
;;;
735;SAN JOSE-GUAPILES x TURRIALBA (CASOS DE EMERGENCIA);;
;SAN JOSE-GUAPILES x TURRIALBA;164;2870
;;;
407;SAN JOSE-STO DGO-SAN PABLO DE HEREDIA   EXT LA SUIZA-SAN RAFAEL;;
;SAN JOSE-SAN RAFAEL;17;450
;SAN JOSE-LA SUIZA;16,2;450
;SAN JOSE-SAN PABLO DE HEREDIA;13,5;450
;SAN JOSE-LA VALENCIA;12,96;450
;SAN JOSE-SANTO DOMINGO DE HEREDIA;10,5;405
;SAN PABLO-LA VALENCIA;7,3;405
;SAN PABLO-SANTO DOMINGO;3;310
;SAN JOSE-SANTA ROSA;8,6;405
;SANTA ROSA-SANTO DOMINGO;1,2;310
;;;
422;HEREDIA-LOTES PERALTA-SANTA LUCIA-EL QUEBRADOR-BARVA;;
;HEREDIA-LOTES PERALTA-SANTA LUCIA-EL QUEBRADOR-BARVA;2,7;195
;;;
410;HEREDIA-SAN ROQUE-SAN LORENZO;(GPS);
;HEREDIA-SAN LORENZO;7,4;260
;HEREDIA-URB. LAS FLORES-PUEBLO NUEVO;5,33;260
;HEREDIA-SAN ROQUE DE BARVA;4,66;260
;HEREDIA-BARVA;3,04;260
;BARVA-SAN LORENZO;4,36;260
;SAN ROQUE-SAN LORENZO;2,74;260
;BARVA-SAN ROQUE;1,62;260
411;HEREDIA-SAN JOAQUIN-SANTA MARTA   EXT SAN ROQUE-URB. LAS FLORES;(GPS);
;HEREDIA-URB. LAS FLORES x SAN JOAQUIN;9,6;260
;HEREDIA-SAN ROQUE x SAN JOAQUIN;8,7;260
;HEREDIA-SAN LORENZO x SAN JOAQUIN;6,1;260
;URB. LAS FLORES-SAN JOAQUIN;5,2;260
;URB. LAS FLORES-SAN LORENZO;3,5;260
;HEREDIA-SANTA MARTA;6,25;260
;HEREDIA-SAN JOAQUIN;4,4;260
;  EXT HEREDIA-Bº SANTISIMA TRINIDAD;7,34;260
;;;
413;RIO FRIO-LA RAMBLA-FINCA AGUA;;
;RIO FRIO-LA RAMBLA-FINCA AGUA;26;255
;RIO FRIO-LA RAMBLA ;0;190
;RIO FRIO-UNIVERSIDAD DE COSTA RICA;0;190
;RIO FRIO-TICARES;0;135
;RIO FRIO-OTOYA;0;100
;RIO FRIO-LA VICTORIA;0;95
;;;
417;HEREDIA-BARRIO ESPAÑA-MONTEBELLO-BORUCA-URBANIZACION BANCO-CALLE ANCHA-CALLE GUADALUPE (MALIBU)-URBANIZACION AMARANTO-PUENTE AMARILLO-URBANIZACION SAN GERARDO Y VICEVERSA;(GPS);
;HEREDIA-BARRIO ESPAÑA-MONTEBELLO-BORUCA-URBANIZACION BANCO-CALLE ANCHA-CALLE GUADALUPE (MALIBU)-URBANIZACION AMARANTO-PUENTE AMARILLO-URBANIZACION SAN GERARDO Y VICEVERSA;4,8;230
;;;
423;HEREDIA-GETSEMANI   EXT BARRIO SANTISIMA TRINIDAD;(GPS);
;HEREDIA-GETSEMANI-EL ALTO;7,15;295
;HEREDIA-GETSEMANI-ERMITA;6,35;295
;HEREDIA-PALMAR;4,07;250
;HEREDIA-SAN JOSECITO;3,24;250
;EL PALMAR-GETSEMANI;2,28;250
;HEREDIA-BAJO LOS MOLINOS-BARRIO SANTISIMA TRINIDAD;4,24;250
;BAJO LOS MOLINOS-SAN JOSECITO;1,18;250
;EL PALMAR-SAN JOSECITO;0,83;250
;TARIFA MINIMA;0;250
;;;
424-442;HEREDIA-Bº MERCEDES SUR-CUBUJUQUI-SAN JORGE-UNIVERSIDAD;(GPS);
;HEREDIA-MERCEDES SUR-PARQUE LOS ANGELES;3,2325;205
;HEREDIA-CUBUJUQUI-SAN JORGE-PARQUE LOS ANGELES;3,2325;205
;;;
425;HEREDIA-C.O.P.A.N.-GUARARI RAMALES MIRAFLORES-BERNARDO BENAVIDES;;
;HEREDIA-C.O.P.A.N.-GUARARI;3,35;185
;HEREDIA-URBANIZACION BERNARDO BENAVIDES;3,6;185
;HEREDIA-LA ESPERANZA-MIRAFLORES;2,75;185
;;;
427;HEREDIA-SAN ANTONIO DE BELEN x SAN JOAQUIN;(GPS);
;HEREDIA-SAN ANTONIO DE BELEN;10,4;285
;HEREDIA-OJO DE AGUA;8,6;285
;HEREDIA-LA RIVERA DE BELEN;8,5;285
;HEREDIA-BARRIO CRISTO REY;8,5;255
;SAN JOAQUIN DE FLORES-SAN ANTONIO DE BELEN;6,4;255
;HEREDIA-SAN JOAQUIN DE FLORES;4;255
;TARIFA MINIMA;0;185
;;;
428;HEREDIA-SANTA BARBARA   EXT ZETILLAL-SAN BOSCO;(GPS);
;HEREDIA-SANTA BARBARA;9,1;355
;HEREDIA-SAN JUAN;7,7;355
;HEREDIA-SAN LORENZO;5,95;355
;HEREDIA-SAN JOAQUIN;4,3;260
;SANTA BARBARA-SAN JOAQUIN;5,05;260
;SAN JUAN-SAN JOAQUIN;3,4;260
;SANTA BARBARA-SAN BOSCO;5,4;355
;SANTA BARBARA-ZETILLAL;3,2;260
;HEREDIA-SAN JUAN-CINCO ESQUINAS;3,2;355
;SAN JOSE-SANTA BARBARA DE HEREDIA;3,2;640
;;;
430;HEREDIA-SANTA BARBARA POR BARRIO JESÚS;(GPS);
;HEREDIA-SANTA BARBARA POR BARRIO JESÚS;8,965;310
