Ruta;Descripción;Km por Viaje;Tarifa Vigente
;;;
626 BS SD;PUNTARENAS-MIRAMAR (SERVICIO DIRECTO);(GPS);
;PUNTARENAS-MIRAMAR;29,8;665
;;;
627;MIRAMAR-INGENIO EL PALMAR;(GPS);
;MIRAMAR-INGENIO EL PALMAR;9,8;385
;;;
628;PUNTARENAS-ESPARZA;(GPS);
;PUNTARENAS-ESPARZA;21,49;470
;PUNTARENAS-BARRANCA;14,79;455
;PUNTARENAS-EL ROBLE;11,75;455
;PUNTARENAS-HOSPITAL;9,59;390
;PUNTARENAS-CARRIZAL;8;390
;PUNTARENAS-CHACARITA;6,7;390
;BARRANCA-ESPARZA;6,7;340
;ESPARZA-HOSPITAL;11,9;340
;ESPARZA-EL ROBLE;9,74;340
;TARIFA MINIMA;0;340
;;;
676 BS;NANCES-MARAÑONAL-ESPARZA-PUNTARENAS (BUSETAS);(GPS);
;NANCES-MARAÑONAL-ESPARZA-PUNTARENAS;24,85;440
;;;
629;QUEPOS-PARRITA-LA PALMA   EXT QUEPOS-CERROS;(GPS);
;QUEPOS-LA PALMA;32,3;660
;QUEPOS-LOS ANGELES;29,5;580
;QUEPOS-PARRITA;26,8;515
;QUEPOS-PALO SECO-VUELTAS;18,4;450
;QUEPOS-POCARES;14,7;405
;QUEPOS-PIRRIS-DAMAS;9,2;315
;QUEPOS-BAMBU;6,8;265
;QUEPOS-PAQUITA;4,5;225
;  EXT QUEPOS-CERROS;12,7;320
;TARIFA MINIMA;0;225
;;;
631;RIO NEGRO-COBANO-TAMBOR-PAQUERA-EL RELLENO;;
;RIO NEGRO-EL RELLENO;43;1615
;RIO NEGRO-COBANO;5;255
;COBANO-EL RELLENO;38;1435
;COBANO-PAQUERA;34;1195
;COBANO-VALLE AZUL;27;900
;COBANO-POCHOTE;23,93396226;860
;PAQUERA-RIO GRANDE;11,35849057;410
;VALLE AZUL-EL RELLENO;11;480
;COBANO-TAMBOR;12;480
;VALLE AZUL-PAQUERA;7;190
;  EXT PAQUERA-EL RELLENO;4;260
;  EXT PAQUERA-SAN RAFAEL;6,490566038;240
;;;
631 A;SAN JOSE-PAQUERA-COBANO-TAMBOR-MAL PAIS-MONTEZUMA;(GPS);
;SAN JOSE-PAQUERA-COBANO-TAMBOR-MAL PAIS-MONTEZUMA;168,75;6725
;;;
632;CIUDAD NEILY-CIUDAD CORTES-PIÑUELAS;(GPS);
;PIÑUELAS-CIUDAD NEILY;113,07;1350
;PIÑUELAS-RIO CLARO;96,98;1335
;PIÑUELAS-Kms. 33-31-30-29-28;92,78;1295
;PIÑUELAS-Kms. 37-35;85,32;1235
;PIÑUELAS-Kms. 40-41;77,86;1215
;PIÑUELAS-LA GUARIA;77,86;1215
;PIÑUELAS-PIEDRAS BLANCAS;71,99;1155
;PIÑUELAS-CHACARITA;69,47;1155
;PIÑUELAS-FINCA ALAJUELA;68,47;1125
;PIÑUELAS-SALAMA;64,47;1125
;PIÑUELAS-VENECIA;62,48;1100
;PIÑUELAS-VILLA BONITA;58,57;1090
;PIÑUELAS-VILLA COLON;55,73;1090
;PIÑUELAS-TINOCO;50,87;1060
;PIÑUELAS-OLLA CERO;44,92;1030
;PIÑUELAS-PALMAR;36,92;1000
;PIÑUELAS-CIUDAD CORTES;25,2;765
;PIÑUELAS-OJO DE AGUA;22,92;635
;PIÑUELAS-TAHUAL;18,75;560
;PIÑUELAS-SAN BUENAVENTURA;14,58;515
;PIÑUELAS-CORONADO;10,25;450
;PIÑUELAS-PUNTA MALA;7,13;350
;PIÑUELAS-OJOCHAL;4,44;265
;;;
633;CIUDAD CORTES-PALMAR NORTE Y SUR;(GPS);
;CIUDAD CORTES-PALMAR NORTE Y SUR;11,72;240
;;;
634 P;CIUDAD NEILY-CIUDAD CORTES;(GPS);
;CIUDAD CORTES-CIUDAD NEILY;87,84;695
;CIUDAD CORTES-RIO CLARO;71,75;635
;CIUDAD CORTES-Kmto. 31;73,39090909;535
;CIUDAD CORTES-Kmto. 33;73,39090909;535
;CIUDAD CORTES-Kmto. 37;72,03181818;530
;CIUDAD CORTES-Kmto. 40;56,7;535
;CIUDAD CORTES-LA GUARIA;52,63;535
;CIUDAD CORTES-Kmto. 45;59,8;435
;CIUDAD CORTES-PIEDRAS BLANCAS;46,76;435
;CIUDAD CORTES-FINCA ALAJUELA;43,24;420
;CIUDAD CORTES-SALAMA;39,24;380
;CIUDAD CORTES-VENECIA;37,25;380
;CIUDAD CORTES-FINCA PUNTARENAS;36,6;380
;CIUDAD CORTES-CIUDAD COLON;30,5;380
;CIUDAD CORTES-TINOCO;25,64;295
;CIUDAD CORTES-OLLA CERO;19,69;285
;CIUDAD CORTES-PALMAR NORTE;11,72;210
;CIUDAD NEILY-RIO CLARO;16,09;145
;TARIFA MINIMA;0;145
;;;
643;QUEPOS-SAVEGRE;;
;QUEPOS-SAVEGRE;23,7;130
;QUEPOS-MARITIMA;20,5;130
;QUEPOS-LLORONA;15,2;130
;QUEPOS-BARTOLO;12,5;130
;QUEPOS-LLAMARON;10,5;130
;QUEPOS-LA MANAGUA;5,5;130
;;;
672-643;CIUDAD NEILY-RINCON DE OSA-PUERTO JIMENEZ;(GPS);
;CIUDAD NEILY-PUERTO JIMENEZ;118,38;2160
;CIUDAD NEILY-RIO TIGRE;114,17;1785
;CIUDAD NEILY-CAÑAZA;104,95;1660
;CIUDAD NEILY-PALMA;94,12;1465
;CIUDAD NEILY-RINCON DE OSA;86,55;1635
;CIUDAD NEILY-SAN JUAN DE SIERPE;82,42;1290
;CIUDAD NEILY-BAHIA CHAL;79,23;1240
;CIUDAD NEILY-MOGOS;64,22;1155
;CIUDAD NEILY-CHACARITA;43,6;515
;CIUDAD NEILY-RIO CLARO;16,09;240
;PUERTO JIMENEZ-RIO TIGRE;4,21;195
;PUERTO JIMENEZ-CAÑAZA;13,43;380
;PUERTO JIMENEZ-PALMA;24,26;515
;PUERTO JIMENEZ-RINCON DE OSA;31,83;695
;PUERTO JIMENEZ-SAN JUAN DE SIERPE;35,96;650
;PUERTO JIMENEZ-BAHIA CHAL;39,15;715
;PUERTO JIMENEZ-MOGOS;54,16;960
;PUERTO JIMENEZ-CHACARITA;74,78;1435
;;;
647;GOLFITO-CIUDAD NEILY x INTERAMERICANA;(GPS);
;GOLFITO-CIUDAD NEILY;41,37;670
;GOLFITO-RIO CLARO;25,55;445
;RIO CLARO-CIUDAD NEILY;16,09;305
;TARIFA MINIMA;0;190
;;;
647 A;GOLFITO-CIUDAD NEILY x FINCAS;(GPS);
;GOLFITO-CIUDAD NEILY;49,82;670
;GOLFITO-FINCAS;32,39;625
;GOLFITO-RIO CLARO;25,55;445
;RIO CLARO-CIUDAD NEILY;24,55;305
;TARIFA MINIMA;0;190
;;;
636;SAN VITO DE COTO BRUS-LAS MELLIZAS;(GPS);
;SAN VITO-LAS MELLIZAS;31,1;680
;SAN VITO-LA LUCHA;25,7;570
;SAN VITO-SAN MIGUEL;15,3;320
;SAN VITO-LA UNION;12,5;265
;SAN VITO-SAN ANTONIO;13,38630137;255
;SAN VITO-SAN BOSCO;13,38630137;255
;SAN VITO-SAN RAFAEL;12,90821918;245
;SAN VITO-SABALITO;8,5;170
;SAN VITO-DON ADAN;6,1;150
;SAN VITO-LOURDES;4,9;120
;SAN VITO-LA ISLA;2,1;120
;TARIFA MINIMA;0;120
;;;
637;SAN VITO-COPAL-AGUABUENA-CIUDAD NEILY;(GPS);
;SAN VITO-CIUDAD NEILY;34,25;765
;SAN VITO-CAÑO SECO;29,01549296;660
;SAN VITO-FILA DE CAL;26,9;585
;SAN VITO-CAMPO DOS Y MEDIO;23,4;475
;SAN VITO-CAMPO TRES;18,4;430
;SAN VITO-AGUA BUENA;13,5;400
;SAN VITO-SAN FRANCISCO;10,8;320
;SAN VITO-COPAL;8,4;220
;SAN VITO-LINDA VISTA;4,2;145
;TARIFA MINIMA;0;145
;;;
636;SAN VITO-CIUDAD NEILY (BUSETAS-SERVICIO DIRECTO);(GPS);
;SAN VITO-CIUDAD NEILY;34,25;765
;;;
649;SABALITO-CAÑAS GORDAS-CIUDAD NEILY;(GPS);
;SABALITO-CIUDAD NEILY;31,4;975
;SABALITO-FILA DE CAL;23,9;820
;SABALITO-CAMPO 2½;20,5;740
;SABALITO-CAMPO 3;16,4;680
;SABALITO-CAÑAS GORDAS;12,2;365
;SABALITO-VALLE AZUL;9,2;300
;SABALITO-LA 18;9;540
;SABALITO-SAN ANTONIO;6,1;240
;SABALITO-SAN BOSCO;2,7;160
;SABALITO-SAN RAFAEL;1,3;135
;;;
658;SAN VITO DE COTO BRUS-LOS PLANES;(GPS);
;SAN VITO-LOS PLANES;29,2;760
;SAN VITO-VILLA ROMA;24,1;615
;SAN VITO-LOS PILARES;21,2;515
;SAN VITO-CAÑAS GORDAS;19,6;445
;VILLA ROMA-LOS PLANES;5,1;155
;CAÑAS GORDAS-AGUA BUENA;6,1;155
;LOS PILARES-VILLA ROMA;2,9;120
;CAÑAS GORDAS-LOS PILARES;1,6;120
;;;
659;SAN VITO-LOS REYES-LA MARAVILLA;(GPS);
;SAN VITO-LA MARAVILLA;13,95;565
;SAN VITO-LOS MARINES;12;460
;SAN VITO-FINCA JULIO FLORES;9,8;370
;SAN VITO-LOS REYES;8;275
;SAN VITO-LOS PINOS;6,3;255
;SAN VITO-DANTO;4,2;190
;SAN VITO-CRUCE;3,3;150
;;;
664;SAN VITO-SAN JOAQUIN-SABALITO-SAN ANTONIO;(GPS);
;SAN VITO-SAN ANTONIO;15,5;205
;SAN VITO-SABALITO;9,4;135
;SAN VITO-LOURDES;6,3;110
;SAN VITO-SAN JOAQUIN;3,8;90
;TARIFA MINIMA;0;90
;;;
638;CIUDAD NEILY-PASO CANOAS;(GPS);
;CIUDAD NEILY-PASO CANOAS;20,41;400
;CIUDAD NEILY-EL CARMEN-ABROJO;13,3;210
;TARIFA MINIMA;0;160
;;;
638 EXT;URBANO-CIUDAD NEILY-HOSPITAL;(GPS);
;URBANO-CIUDAD NEILY-HOSPITAL;3,925;185
;;;
648;CIUDAD NEILY-LA CUESTA-LAUREL;(GPS);
;CIUDAD NEILY-LAUREL;37;815
;CIUDAD NEILY-LA CUESTA;26,2;535
;CIUDAD NEILY-PASO CANOAS;20;355
;  EXT PASO CANOAS-LAUREL;15,725;485
;;;
639;SAN JOSE-DOMINICAL-UVITA x COSTANERA SUR;(GPS);
;SAN JOSE-UVITA-BAHIA;239,3;5395
;SAN JOSE-DOMINICAL;218,4;4505
;SAN JOSE-HATILLO;210,1;3815
;SAN JOSE-MATAPALO;203,4;3780
;SAN JOSE-SAVEGRE;193,9;3605
;SAN JOSE-QUEPOS;174;3605
;SAN JOSE-PARRITA;150;2445
;SAN JOSE-ESTERILLOS;130;2275
;;;
640;LAUREL-LA VIRGEN-PLAYA ZANCUDO;(GPS);
;LAUREL-PLAYA ZANCUDO;36,3;1555
;LAUREL-LA VIRGEN;25,83;1010
;LAUREL-LA ESPERANZA;21,59;855
;LAUREL-CONTE;18,31;740
;LAUREL-ESTRELLA;13,67;690
;LAUREL-LA VACA;8,67;485
;LAUREL-BELLA LUZ;10,71;540
;LAUREL-TAMARINDO;9,158974359;385
;LAUREL-EL ROBLE;5,98;415
;LAUREL-CAUCHO;5,784615385;245
;;;
641;GOLFITO-URBANO-ZONA CIVIL-RESIDENCIAL UREÑA;(GPS);
;GOLFITO-URBANO-CASCO CENTRAL;7,83;210
;GOLFITO-RESIDENCIAL UREÑA;9,04;215
;GOLFITO-RIO COTO;21,5;485
;GOLFITO-LAS TRENZAS;17,48;430
;GOLFITO-KM 16;14,03;285
;GOLFITO-KM 14;11,87;270
;;;
641 BS;GOLFITO-URBANO-ZONA CIVIL-RESIDENCIAL UREÑA (BUSETAS);(GPS);
;GOLFITO-RESIDENCIAL UREÑA;9,04;210
;;;
642;QUEPOS-NARANJITO-LONDRES-VILLANUEVA;(GPS);
;QUEPOS-LONDRES ARRIBA;25,4;740
;QUEPOS-LONDRES ABAJO;24,1;655
;QUEPOS-VILLANUEVA;16,1;590
;QUEPOS-NARANJITO;10,3;490
;QUEPOS-LA MANAGUA;6;355
;QUEPOS-HOSPITAL NUEVO;5,6;355
;;;
644;PUERTO JIMENEZ-DOS BRAZOS DE RIO TIGRE;;
;PUERTO JIMENEZ-DOS BRAZOS;14,3;240
;PUERTO JIMENEZ-GALLARDO;7,9;135
;;;
645;BUENOS AIRES-POTRERO GRANDE;(GPS);
;BUENOS AIRES-POTRERO GRANDE;37,3;1170
;;;
650;ESPARZA-PARAISO-LA MINA;;
;ESPARZA-PARAISO-LA MINA;9,5;80
;MARATHON DE GUADALUPE-LA MINA;9,5;80
;;;
651;PALMAR NORTE-FINCAS-SIERPE DE OSA;;
;PALMAR NORTE-SIERPE;21;155
;PALMAR NORTE-LA GALLEGA;18,5;155
;PALMAR NORTE-FINCA 12;14,4;130
;PALMAR NORTE-FINCA 5;10,6;125
;PALMAR NORTE-FINCA 10;9,9;125
;PALMAR NORTE-FINCA 6;8,7;100
;PALMAR NORTE-FINCA 2;6,4;80
;PALMAR NORTE-PALMAR SUR;1,4;80
;;;
653;QUEPOS-PLAYAS DE MANUEL ANTONIO;(GPS);
;QUEPOS-PLAYAS DE MANUEL ANTONIO;7,02;315
;;;
654;GOLFITO-PASO CANOAS (MICROBUSES);(GPS);
;GOLFITO-PASO CANOAS;60,035;1220
;;;
655;SAN JOSE-PLAYAS DE JACO;(GPS);
;SAN JOSE-PLAYAS DE JACO;114;2445
;SAN JOSE-OROTINA;63,6;1635
;;;
657;ESPARZA-JUANILAMA-EL JOCOTE-MATA LIMON-ENTRADA A TIVIVES;(GPS);
;ESPARZA-ENTRADA A TIVIVES;18;535
;ESPARZA-CALDERA-MATA LIMON;15,04;415
;ESPARZA-SALINAS;11,65;415
;ESPARZA-CASCABELA;8,09;290
;ESPARZA-EL JOCOTE;6,21;290
;ESPARZA-ALUNASA;3,2;240
;;;
660;SAN VITO-PIEDRA PINTADA-EL CEIBO;(GPS);
;SAN VITO-EL CEIBO;7,1;475
;SAN VITO-PIEDRA PINTADA;7,7;475
;SAN VITO-AGUAS CLARAS;4,2;335
;TARIFA MINIMA;0;275
;;;
662;HOSPITAL DE SAN VITO – BARRIO ALBORADA – BARRIO CANADA – CRUCE DE DANTO;(GPS);
;HOSPITAL DE SAN VITO-BARRIO ALBORADA-BARRIO CANADA-CRUCE DE DANTO;4,375;315
;;;
671;SAN VITO-EL ROBLE-SANTA ELENA-FILA TIGRE;(GPS);
;SAN VITO-PALMIRA ARRIBA;43,11;1285
;SAN VITO-FILA TIGRE;45,96;1245
;SAN VITO-SANTA ELENA;37,02;1055
;SAN VITO-EL ROBLE;31,49;845
;SAN VITO-NARANJO;31,49;825
;SAN VITO-LOS MENDEZ;30,33;825
;SAN VITO-GUINEA;28;770
;SAN VITO-VUELTA DE HUEVO;26,25;325
;SAN VITO-CEMENTERIO;24,17;660
;SAN VITO-LA 23;14,06;400
;SAN VITO-LOS CORRALES;22,5;330
;SAN VITO-LAS BRISAS;10,06;330
;SAN VITO-RIO NEGRO;7,28;255
;SAN VITO-CASA SOLA;6,18;255
;SAN VITO-AGUAS CLARAS;4,18;255
;TARIFA MINIMA;0;195
;;;
673;SAN VITO DE COTO BRUS-LAS ALTURAS DE COTON;(GPS);
;SAN VITO-LAS ALTURAS DE COTON;27,7;490
;SAN VITO-LOS SUIZOS;20,59;410
;SAN VITO-EL ROBLE (CABLE);18,38;385
;SAN VITO-LA FLOR;17,7;315
;SAN VITO-EL MANDARINA;16,35;240
;SAN VITO-ENTRADA A ASERRADERO;12,5;180
;SAN VITO-LAS BRISAS;10,03;140
;SAN VITO-RIO NEGRO;7,28;115
;SAN VITO-AGUAS CLARAS;4,19;95
;TARIFA MINIMA;0;95
;;;
661;SAN VITO-SABALITO-RIO SERENO;(GPS);
;SAN VITO-RIO SERENO;15,85;865
;SAN VITO-SAN RAFAEL;10,5;405
;SAN VITO-SABALITO;8,5;335
;SAN VITO-LOURDES;4,3;210
;;;
663;SAN VITO-LAS TABLAS O GUACIMO;(GPS);
;SAN VITO-LAS TABLAS O GUACIMO;30,45;550
;SAN VITO-JABILLO;26,6;465
;SAN VITO-LA PITA;24,5;430
;SAN VITO-SAN CARLOS;22,7;370
;SAN VITO-MONTELIMAR;22,7;370
;SAN VITO-SANTA CECILIA;19,9;345
;SAN VITO-SAN LUIS;18;280
;SAN VITO-SABANILLAS;15,9;240
;SAN VITO-GIOVANNI;14,5;220
;SAN VITO-LA UNION;12,5;220
;SAN VITO-MANCHURIA;7,8;155
;SAN VITO-SAN RAFAEL;6,2;155
;SAN VITO-SANTA RITA;5,8;125
;SAN VITO-SANTA CLARA;2,4;110
;TARIFA MINIMA;0;90
;;;
674;SAN VITO DE COTO BRUS-GUACIMO-PASO REAL;(GPS);
;SAN VITO-PASO REAL;46,5;890
;SAN VITO-CLAVERA;41,3;890
;SAN VITO-BOCA LIMON;32,8;735
;SAN VITO-GUACIMO;30,5;665
;SAN VITO-JAVILLO;26,6;560
;SAN VITO-LA PITA;24,5;535
;SAN VITO-MONTELIMAR;22,7;440
;SAN VITO-SAN CARLOS;22,7;440
;SAN VITO-SANTA CECILIA;19,9;420
;SAN VITO-SAN LUIS;18;345
;SAN VITO-SABANILLA;15,9;275
;SAN VITO-GIOVANNI;14,5;260
;SAN VITO-LA UNION;12,5;260
;SAN VITO-LOS ANGELES;9,6;200
;SAN VITO-SAN RAFAEL;7,3;180
;SAN VITO-MANCHURIA;7,8;180
;SAN VITO-SANTA RITA;5,8;155
;SAN VITO-SANTA CLARA;2,4;130
;TARIFA MINIMA;0;110
;;;
665;QUEPOS-HATILLO VIEJO-DOMINICAL-LA UVITA;;
;QUEPOS-LA UVITA-BAHIA;71,3;1570
;QUEPOS-DOMINICAL;55,97678571;1255
;QUEPOS-HATILLO VIEJO;38,7;900
;QUEPOS-PALMA QUEMADA;39,39107143;895
;QUEPOS-MATAPALO;31,1;800
;QUEPOS-PORTALON;27,6;735
;QUEPOS-PACITO-EL GRAY;23,9;735
;QUEPOS-SAVEGRE-EL PAZO;20,9;570
;QUEPOS-MARITIMA;19,1;495
;QUEPOS-LA PLANTA;17,27678571;390
;QUEPOS-BARTOLO-RONCADOR;11,1;305
;QUEPOS-LLAMARON;11,74821429;270
;QUEPOS-MANAGUA;5,9;195
;QUEPOS-COLEGIO;8,292857143;195
;  EXT QUEPOS-EL SILENCIO;27;790
;  EXT QUEPOS-SANTO DOMINGO;35,9;895
;;;
666;PARRITA-PLAYON-POZO AZUL;;
;PARRITA-POZO AZUL;18,7;800
;PARRITA-EL BARRO;15,83;700
;PARRITA-PLAYON-SAN ISIDRO;13,23;605
;PARRITA-ENTRADA A LAS MESAS;9,96;525
;PARRITA-PLAYON SUR;9,96;505
;PARRITA-EL INGENIO;6,5;450
;PARRITA-EL TIGRE;5,68;310
;PARRITA-LOS ANGELES;2,33;310
;;;
667;ESPARZA-MOJON-MARAÑONAL;;
;ESPARZA-MOJON-MARAÑONAL;5,45;80
;;;
668;PUNTARENAS-CALDERA-MATA LIMON   EXT SALINAS;(GPS);
;  EXT PUNTARENAS-SALINAS;21,9;925
;PUNTARENAS-MATA DE LIMON;21;810
;PUNTARENAS-CALDERA;18,9;800
;PUNTARENAS-BOCA DE BARRANCA;12;535
;PUNTARENAS-EL ROBLE;10,1;535
;;;
669;BUENOS AIRES-BRUJO-TÉRRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAÍZ-COLINAS Y VICEVERSA Y RAMAL BUENOS AIRES-TÉRRABA-CEIBÓN Y VICEVERSA;(GPS);
;BUENOS AIRES-COLINAS;47,57;2300
;BUENOS AIRES-MAIZ;43,1;2050
;BUENOS AIRES-OJO DE AGUA;39,35;1845
;BUENOS AIRES-CEIBÓN;34;1565
;BUENOS AIRES-BORUCA;29,18;1315
;BUENOS AIRES-BELLA VISTA;26,58;1185
;BUENOS AIRES-SAN ANTONIO;23,27;1015
;BUENOS AIRES-TERRABA;18,2;765
;BUENOS AIRES-EL BRUJO;12,52;505
;;;
670;CIUDAD NEILLY-CHANCHERA-CAMPIÑA-PUEBLO NUEVO;(GPS);
;CIUDAD NEILLY-PUEBLO NUEVO;45,44;465
;CIUDAD NEILLY-CAMPIÑA;41,5;420
;CIUDAD NEILLY-SANTA LUCIA;33,52;395
;CIUDAD NEILLY-ABANGARES;30,33;375
;CIUDAD NEILLY-NARANJO;28,35;320
;CIUDAD NEILLY-TAMARINDO;25,61;295
;CIUDAD NEILLY-KM 31;23,8;275
;CIUDAD NEILLY-KM 29;21,5;230
;CIUDAD NEILLY-KM 27;19,27;215
;CIUDAD NEILLY-KM 26;18,9;215
;CIUDAD NEILLY-KM 25;17,7;195
;CIUDAD NEILLY-KM 24;17,56;195
;CIUDAD NEILLY-LA CHANCHERA;11,56;150
;;;
670 A;CIUDAD NEILLY-FINCAS-VALLE DE COTO;(GPS);
;CIUDAD NEILLY-FINCAS-VALLE DE COTO;14,875;135
;;;
679;LAS TABLAS-COLORADO;(GPS);
;LAS TABLAS-SAN LUIS;51;770
;LAS TABLAS-ALTAMIRA;51;715
;LAS TABLAS-COLORADO;51;610
;LAS TABLAS-EL CAMPO;51;550
;LAS TABLAS-EL CARMEN;51;525
;LAS TABLAS-SABALO;26;445
;LAS TABLAS-FINCA LA ESPERANZA;0;240
;LAS TABLAS-COOPEPRENDAS;0;175
;;;
677;PASO REAL-CHANGUENA-SANTA LUCIA;(GPS);
;PASO REAL-SANTA LUCIA;25;475
;PASO REAL-PILON;16,76;365
;PASO REAL-CHANGUENA;11,14;280
;;;
699 BS;SAN JOSE-PUERTO JIMENEZ;(GPS);
;SAN JOSE-PUERTO JIMENEZ;361,5;7760
;SAN ISIDRO-PUERTO JIMENEZ;235,02;4905
;SAN ISIDRO-LA PALMA;210,97;4365
;SAN ISIDRO-RINCON DE OSA;202,97;4190
;SAN ISIDRO-MOGOS;180,77;3835
;SAN ISIDRO-CHACARITA;160,15;3685
;SAN ISIDRO-PALMAR;127,82;2765
;SAN ISIDRO-BUENOS AIRES;64,95;1320
;BUENOS AIRES-PUERTO JIMENEZ;170,07;4135
;BUENOS AIRES-LA PALMA;146,02;3750
;BUENOS AIRES-RINCON DE OSA;138,02;3580
;PALMAR-PUERTO JIMENEZ;107,2;3750
;PALMAR-LA PALMA;83,15;3330
;PALMAR-RINCON DE OSA;75,15;3095
;PALMAR-MOGOS;52,95;2525
;CHACARITA-PUERTO JIMENEZ;74,87;2875
;;;
680;PUERTO JIMENEZ-CARATE;(GPS);
;PUERTO JIMENEZ-CARATE;43,1;830
;;;
681;ESPARZA-SAN RAFAEL-BARON;(GPS);
;ESPARZA-BARON;14;495
;ESPARZA-SAN RAFAEL;8,1;495
;ESPARZA-NANCES;2,7;495
;;;
690;SABANILLA-PARAISO (COTO BRUS);(GPS);
;SABANILLA-PARAISO ARRIBA;17;380
;SABANILLA-PARAISO;12,6;320
;SABANILLA-PUENTE DE PARAISO;10;270
;SABANILLA-LAS VEGAS;8,6;230
;SABANILLA-CAPULLO;9,870967742;220
;SABANILLA-EL ALTO;8,5;190
;SABANILLA-CRUCE;7,677419355;165
;SABANILLA-CASONA;5;150
;SABANILLA-CRUCE SAN GERARDO;2,7;135
;TARIFA MINIMA;0;80
;;;
691;GOLFITO-RIO CLARO DE PAVONES x FERRY;(GPS);
;GOLFITO-RIO CLARO DE PAVONES;55,5;2155
;GOLFITO-PAVONES;50,24;1695
;GOLFITO-CUERVITO;45,11;1475
;GOLFITO-CRUCE DE CONTE;38,53;1230
;GOLFITO-LA ESCUADRA;33,61;1110
;GOLFITO-JARDIN;30,6;1010
;GOLFITO-CRUCE A CAMPIÑA;26,96;870
;GOLFITO-PUEBLO NUEVO;25,29;700
;GOLFITO-HIGUERONES;22,68;560
;;;
694;PUNTARENAS-CALLE EL ARREO;(GPS);
;PUNTARENAS-CALLE EL ARREO;12,86;445
;;;
695;PUNTARENAS-QUEBRADA GANADO-JACO-PARRITA-QUEPOS Y VICEVERSA (Sentido 1-2);(GPS);
;PUNTARENAS-CALDERA;18,7;320
;PUNTARENAS-UVITA;27,5;475
;PUNTARENAS-POZON;35,6;615
;PUNTARENAS-CAPULIN;42,3;730
;PUNTARENAS-TARCOLES;53,3;915
;PUNTARENAS-QUEBRADA GANADO;58;1000
;PUNTARENAS-HERRADURA;67,1;1155
;PUNTARENAS-JACO;72,1;1240
;PUNTARENAS-PLAYA HERMOSA;80,2;1380
;PUNTARENAS-QUEBRADA AMARILLA;86,1;1480
;PUNTARENAS-ESTERILLOS;95,6;1645
;PUNTARENAS-ARROCERA LA 45;106,4;1830
;PUNTARENAS-PARRITA;116;1995
;PUNTARENAS-POCARES;125,8;2165
;PUNTARENAS-QUEPOS;140,6;2430
;;;
695;PUNTARENAS-QUEBRADA GANADO-JACO-PARRITA-QUEPOS Y VICEVERSA (Sentido 2-1);(GPS);
;QUEPOS-ARROCERA LA 45;34,3;780
;QUEPOS-ESTERILLOS;45,2;940
;QUEPOS-QUEBRADA AMARILLA;54,6;1040
;QUEPOS-PLAYA HERMOSA;60,5;1170
;QUEPOS-JACO;68;1270
;QUEPOS-HERRADURA;73,7;1425
;QUEPOS-QUEBRADA GANADO;82,7;1505
;QUEPOS-TARCOLES;87,5;1695
;QUEPOS-CAPULIN;98,5;1805
;QUEPOS-POZON;105;1955
;QUEPOS-UVITA;113,6;2105
;QUEPOS-CALDERA;122,4;2430
;QUEPOS-PUNTARENAS;141,8;2430
;;;
696;PUNTARENAS-OROTINA;(GPS);
;PUNTARENAS-OROTINA;43,15;700
;;;
699;CIUDAD NEILY-COTO 47-PLAYA ZANCUDO x FINCAS;(GPS);
;CIUDAD NEILY-PLAYA ZANCUDO;66,5;2155
;CIUDAD NEILY-LA VIRGEN;56,55;1695
;CIUDAD NEILY-LA ESPERANZA;52,14;1485
;CIUDAD NEILY-CONTE;48,15;1475
;CIUDAD NEILY-LA ESTRELLA;44,36;1230
;CIUDAD NEILY-BELLA LUZ;41,43;1230
;CIUDAD NEILY-CRUCE NARANJO;37,99;1015
;CIUDAD NEILY-TAMARINDO;25,47;955
;CIUDAD NEILY-LA BAMBU;24,48;890
;CIUDAD NEILY-KM 25;17,53;545
;CIUDAD NEILY-CRUCE PUEBLO NUEVO;16,21;475
;CIUDAD NEILY-LA CHANCHERA;12,22;370
;;;
;PROVINCIA LIMON;;
;;;
700;SAN JOSE-VALLE LA ESTRELLA x PISTA A GUAPILES;(GPS);
;SAN JOSE-VALLE LA ESTRELLA x PISTA A GUAPILES;214,1;5155
;;;
700;SAN JOSE-VALLE LA ESTRELLA x TURRIALBA (CASOS DE EMERGENCIA);;
;SAN JOSE-VALLE LA ESTRELLA x TURRIALBA;51;5840
;;;
725;LIMON-SIXAOLA;(GPS);
;LIMON-SIXAOLA;107,31;3280
;LIMON-PARAISO;92,5;2910
;LIMON-MARGARITA Nº 2;86,7;2565
;LIMON-BRIBRI;74,5;2275
;LIMON-PUERTO VIEJO;61,1;1860
;LIMON-HONE CREEK;55,6;1560
;LIMON-CAHUITA;43,7;1245
;LIMON-CRUCE PENSHURT;34,8;940
;LIMON-VISCAYA;16,5;480
;;;
725 A;LIMON-VALLE LA ESTRELLA;(GPS);
;FINCA 20-LIMON;61,8;2635
;EL PROGRESO-LIMON;58,5;2500
;FINCA 8-LIMON;61,01;2390
;FINCA 6-LIMON;56;2225
;FINCA 6-PENSHURT;17,21;900
;FINCA 6-SIBERIA;11,66;900
;FINCA 6-JUPITER;10,17;720
;FINCA 6-LA GUARIA;8,48;565
;FINCA 6-PANDORA;7,22;435
;;;
725 EXT;LIMON-BANANITO;(GPS);
